80.879,86.991
76.654,84.767
75.012,81.965
73.846,78.784
78.604,83.777
78.831,85.167
82.126,92.221
85.481,100.109
89.517,109.418
84.902,103.611
90.09,113.124
88.69,110.729
89.566,113.322
92.399,118.238
